scode,selected_year,claim_year,chunk_id,anchor
300660,2020,2021,v21_c00018066,国外客户主要包括伊莱克斯、惠而浦、LG、三星、松下、夏普、富士通、GE等知名企业
300660,2020,2021,v21_c00018080,得到了格力、美的、海尔、伊莱克斯、惠而浦、LG、三星、松下、夏普、富士通、戴森、GE等国内外知名的家用电器生产商、全球知名运动健康设备制造商爱康的认可
300660,2020,2021,v21_c00018080,进入了著名医疗仪器制造商迈瑞医疗、爱德士等客户群
300693,2018,2019,v21_c00018277,向Energport公司提供了两个总容量为72MWh磷酸铁锂(LFP)电池储能项目的集装箱式电池储能系统
300693,2018,2020,v21_c00018292,"与BP集团达成合作,成为首批进入BP中国供应商名单的充电桩厂家"
300693,2019,2020,v21_c00018292,"与BP集团达成合作,成为首批进入BP中国供应商名单的充电桩厂家"
300750,2018,2019,v21_c00018517,"与宝马(BMW)、丰田(Toyota)、戴姆勒(Daimler)、现代(Hyundai)、捷豹路虎(JLR)、标致雪铁龙(PSA)、大众(Volkswagen)和沃尔沃(Volvo)等国际车企品牌深化合作,获得其多个重要项目的定点"
300750,2018,2020,v21_c00018525,赢得多个重点客户关键平台定点
300750,2019,2020,v21_c00018525,赢得多个重点客户关键平台定点
300763,2019,2021,v21_c00018615,进入客户的合格供应商名录
300763,2019,2022,v21_c00018669,将产品直接销售给海外客户
300763,2019,2023,v21_c00018727,销售给海外客户
300763,2020,2021,v21_c00018615,进入客户的合格供应商名录
300763,2020,2022,v21_c00018669,将产品直接销售给海外客户
300763,2020,2023,v21_c00018727,销售给海外客户
300763,2021,2022,v21_c00018669,将产品直接销售给海外客户
300763,2021,2023,v21_c00018727,销售给海外客户
300763,2022,2023,v21_c00018727,销售给海外客户
300824,2020,2021,v21_c00018995,为世界知名品牌提供高品质生活电器的研发、设计、生产一体化服务
300824,2020,2023,v21_c00019037,境外客户通过自身销售渠道将产品销售至消费者
300824,2021,2023,v21_c00019037,境外客户通过自身销售渠道将产品销售至消费者
300824,2022,2023,v21_c00019037,境外客户通过自身销售渠道将产品销售至消费者
300827,2020,2021,v21_c00019076,获得境外客户的认可
300827,2020,2021,v21_c00019085,与TATA、SOFTBANK、AVAADA、SUPER、BGRIMM、LNT、STERLING、ABG、ACME、MAHINDRA等著名世界级企业集团取得战略性合作关系
300827,2020,2022,v21_c00019109,与TATA、ACWA、SOFTBANK、AVAADA、SUPERENERGY、B.GRIMM、LNT、STERLINGWILSON、ABG、ACME、GREENCELL、SOLARIA、VOLTALIA等著名世界级企业集团取得战略性合作关系
300827,2021,2022,v21_c00019109,与TATA、ACWA、SOFTBANK、AVAADA、SUPERENERGY、B.GRIMM、LNT、STERLINGWILSON、ABG、ACME、GREENCELL、SOLARIA、VOLTALIA等著名世界级企业集团取得战略性合作关系
300833,2020,2021,v21_c00019167,开发海外ODM客户
300889,2020,2021,v21_c00019238,迪拜世博会中国馆指定供应商
300889,2020,2021,v21_c00019241,面对国内和国际市场终端客户
300907,2020,2021,v21_c00019466,百得、TTI、麦太保及高壹工机等国际知名企业
300907,2020,2021,v21_c00019481,主要客户百得、TTI、麦太保等
300913,2020,2021,v21_c00019627,全球电子及通信行业领先企业在中国的重要供应商
300913,2020,2022,v21_c00019645,与一些国内外知名企业建立了合作伙伴关系
300913,2020,2022,v21_c00019655,全球电子及通信行业知名企业在中国的重要供应商
300913,2021,2022,v21_c00019645,与一些国内外知名企业建立了合作伙伴关系
300913,2021,2022,v21_c00019655,全球电子及通信行业知名企业在中国的重要供应商
301008,2021,2022,v21_c00019905,将商品运送至指定装运港口
301222,2022,2023,v21_c00020584,与多家国际知名客户建立起了长期稳定的合作关系
301278,2022,2023,v21_c00020746,客户包括天合光能、晶澳太阳能、一道新能源、通威股份、ADANI、HANSOL等国内外主流光伏组件厂
301439,2022,2023,v21_c00021221,与戴尔、海尔、海信、三星、LG、冠捷、台达、惠普、小米、沃尔玛、劳氏、家得宝、吉利集团、上汽通用五菱等客户长期合作
301439,2022,2023,v21_c00021226,与国际客户保持更紧密的合作关系
301439,2022,2023,v21_c00021230,客户主要为海尔集团、台达集团、戴尔集团、三星集团、冠捷集团等家电、计算机企业和沃尔玛、劳氏等终端市场客户
600105,2019,2020,v21_c00021550,得到墨西哥重点客户的认可
600105,2019,2020,v21_c00021552,客户为全球知名模块厂家
600212,2021,2023,v21_c00022001,与BP、壳牌等国内外能源企业达成深度战略合作
600261,2021,2022,v21_c00022113,主要DIY客户和超市客户的产品品类进一步扩大
600336,2020,2022,v21_c00022432,推进与和路雪、可口可乐等大客户合作
600336,2020,2023,v21_c00022445,突破国际大客户
600336,2021,2022,v21_c00022432,推进与和路雪、可口可乐等大客户合作
600336,2021,2023,v21_c00022445,突破国际大客户
600336,2022,2023,v21_c00022445,突破国际大客户
600478,2018,2019,v21_c00022965,为丰田HEV产业链配套
600478,2018,2022,v21_c00023020,向欧洲客户提供了样品订单
600478,2018,2022,v21_c00023022,为一家储能企业的出口用镍锌电池提供基础材料
600478,2019,2022,v21_c00023020,向欧洲客户提供了样品订单
600478,2019,2022,v21_c00023022,为一家储能企业的出口用镍锌电池提供基础材料
600478,2021,2022,v21_c00023020,向欧洲客户提供了样品订单
600478,2021,2022,v21_c00023022,为一家储能企业的出口用镍锌电池提供基础材料
600487,2018,2019,v21_c00023103,与香港电信企业PCCWGlobal合作
600487,2018,2019,v21_c00023103,"完成数家电信客户带宽销售合同签订,包括阿联酋、沙特、法国、肯尼亚及巴基斯坦客户"
600522,2018,2020,v21_c00023403,受邀成为荷兰TenneT±525kV柔性直流海底电缆系统的研发合作厂家之一
600522,2018,2020,v21_c00023406,与阿根廷电信、法国电信、沃达丰等客户保持长期合作
600522,2019,2020,v21_c00023403,受邀成为荷兰TenneT±525kV柔性直流海底电缆系统的研发合作厂家之一
600522,2019,2020,v21_c00023406,与阿根廷电信、法国电信、沃达丰等客户保持长期合作
600537,2018,2019,v21_c00023817,恢复“双反”前传统客户的业务
600537,2018,2023,v21_c00023903,新客户开发超过30家
600537,2019,2023,v21_c00023903,新客户开发超过30家
600537,2021,2023,v21_c00023903,新客户开发超过30家
600537,2022,2023,v21_c00023903,新客户开发超过30家
600580,2018,2019,v21_c00024109,获得采埃孚公司纯电动汽车驱动电机的定点函
600580,2018,2019,v21_c00024111,导入海外主流整车厂订单
600651,2019,2021,v21_c00024340,覆盖全球主流的芯片设计、芯片制造及系统集成商
600651,2019,2021,v21_c00024353,为普洛斯全球仓储中心提供更智能和更节能的照明方案
600651,2019,2022,v21_c00024358,"客户已经覆盖大部分车灯生产商,主要客户有马瑞利、麦格纳、斯坦雷等车灯巨头"
600651,2020,2021,v21_c00024340,覆盖全球主流的芯片设计、芯片制造及系统集成商
600651,2020,2021,v21_c00024353,为普洛斯全球仓储中心提供更智能和更节能的照明方案
600651,2020,2022,v21_c00024358,"客户已经覆盖大部分车灯生产商,主要客户有马瑞利、麦格纳、斯坦雷等车灯巨头"
600651,2021,2022,v21_c00024358,"客户已经覆盖大部分车灯生产商,主要客户有马瑞利、麦格纳、斯坦雷等车灯巨头"
600690,2018,2020,v21_c00024585,GEProfileOpal制冰机在亚马逊会员日当天荣登家用电器和制冰机类别榜首
600690,2018,2020,v21_c00024585,成为Costco的该品类的独家合作伙伴
600690,2019,2020,v21_c00024585,GEProfileOpal制冰机在亚马逊会员日当天荣登家用电器和制冰机类别榜首
600690,2019,2020,v21_c00024585,成为Costco的该品类的独家合作伙伴
600732,2020,2021,v21_c00024808,韩国
600869,2018,2020,v21_c00025003,与北美最大的充电桩企业Chargepoint建立合作
600869,2018,2021,v21_c00025010,和全球一流客户广泛的优质工程项目合作经验
600885,2018,2019,v21_c00025108,为华为、特斯拉、奔驰、大众、丰田、中车等重大标杆客户提供定制设计
600885,2018,2019,v21_c00025108,特斯拉、大众、奔驰、路虎、保时捷、丰田等海外标杆整车厂项目均已实现指定或量产
600885,2018,2020,v21_c00025124,海外标杆整车厂项目均已实现全面量产
600885,2019,2020,v21_c00025124,海外标杆整车厂项目均已实现全面量产
600983,2021,2022,v21_c00025424,与海外客户建立并深化连接，发掘新客户、开展新项目、拓展新品类
601179,2018,2022,v21_c00025705,积累了一批国内外优质客户
601179,2021,2022,v21_c00025705,积累了一批国内外优质客户
601222,2018,2019,v21_c00025755,在沙特电力公司(SEC)组织的1000万台智能电表部署项目中成为最主要的智能电表和通讯模块供应商之一
601222,2018,2019,v21_c00025755,在韩国和合作伙伴一起成为了韩国电力(KEPCO)的主要智能电表供应商
601311,2018,2021,v21_c00026065,与国内外下游客户保持着长期稳定的合作关系
601311,2018,2021,v21_c00026083,宝腾、FCA等客户的项目定点和量产
601311,2018,2022,v21_c00026114,赢得众多国内外车企的好评和青睐
601311,2019,2021,v21_c00026065,与国内外下游客户保持着长期稳定的合作关系
601311,2019,2021,v21_c00026083,宝腾、FCA等客户的项目定点和量产
601311,2019,2022,v21_c00026114,赢得众多国内外车企的好评和青睐
601311,2020,2021,v21_c00026065,与国内外下游客户保持着长期稳定的合作关系
601311,2020,2021,v21_c00026083,宝腾、FCA等客户的项目定点和量产
601311,2020,2022,v21_c00026114,赢得众多国内外车企的好评和青睐
601311,2021,2022,v21_c00026114,赢得众多国内外车企的好评和青睐
601616,2022,2023,v21_c00026264,"与部分海外客户的战略合作和技术交流,发展了多个新的渠道伙伴"
601877,2018,2019,v21_c00026297,与欧美多家世界500强企业建立全球战略合作关系
601877,2018,2020,v21_c00026314,与电力、新能源、建筑、暖通等重点行业客户的合作
601877,2018,2021,v21_c00026353,新增电力局合作10+
601877,2019,2020,v21_c00026314,与电力、新能源、建筑、暖通等重点行业客户的合作
601877,2019,2021,v21_c00026353,新增电力局合作10+
603045,2021,2022,v21_c00026852,国内外知名企业
603045,2021,2022,v21_c00026852,施耐德、ABB、欧姆龙、泰科等国际电器电子知名企业
603070,2021,2023,v21_c00027220,满足国内外高端客户需求
603070,2022,2023,v21_c00027220,满足国内外高端客户需求
603109,2019,2021,v21_c00027317,进入COSTCO、PRICESMARTINC、SAMSCLUB、HOMEDEPOTINC、AMAZONINC等美国通机市场的主流销售渠道
603109,2020,2021,v21_c00027317,进入COSTCO、PRICESMARTINC、SAMSCLUB、HOMEDEPOTINC、AMAZONINC等美国通机市场的主流销售渠道
603150,2021,2023,v21_c00027440,荣获三星“战略供应商”、海尔“2023年优秀模块商”、美的“2023年度全球战略合作伙伴”及“卓越战略合作伙伴”、LG“品质进步奖”、长虹“2023最佳战略合作伙伴”、TCL“杰出供应商”等荣誉
603150,2021,2023,v21_c00027443,新增夏普客户
603303,2020,2021,v21_c00028027,涉及保时捷、奥迪、大众、日产、大发、丰田等诸多主机品牌
603355,2018,2020,v21_c00028249,与国际知名汽车品牌生产商建立了业务关系
603355,2018,2021,v21_c00028272,与国际高端品牌和地区性知名品牌的战略合作关系
603398,2018,2021,v21_c00028489,与这些客户建立了长期稳定的合作关系
603489,2019,2021,v21_c00028559,与境外的品牌商或者境内外的整车装配商签订销售合同
603489,2019,2021,v21_c00028571,拥有众多境外中大型电踏车品牌商以及境内外整车装配商客户
603579,2020,2021,v21_c00029201,为境外客户提供代工生产
603579,2020,2021,v21_c00029203,已有一批稳定客户资源
603583,2019,2021,v21_c00029315,与美国的AMQSOLUTIONSLLC、TheHuman(SquareGroveLLC)、HNICorporation、HATContract、ErgoDepot(Fully)等客户通过ODM为主的方式建立战略合作
603583,2019,2021,v21_c00029333,主要客户为国内外医疗、办公、家居等厂商
603583,2019,2021,v21_c00029344,获得国内外客户的信任
603606,2021,2023,v21_c00029622,快速响应国际客户ESG需求
603606,2022,2023,v21_c00029622,快速响应国际客户ESG需求
603628,2019,2023,v21_c00029892,面向大型经销商、区域重点项目开发商、业主和主流EPC公司进行销售
603628,2021,2023,v21_c00029892,面向大型经销商、区域重点项目开发商、业主和主流EPC公司进行销售
603628,2022,2023,v21_c00029892,面向大型经销商、区域重点项目开发商、业主和主流EPC公司进行销售
603677,2020,2021,v21_c00029927,与惠而浦、三星、海信、松下等建立了良好的合作关系
603677,2020,2021,v21_c00029946,配套Ford纯电动车的中间轴项目
603677,2020,2022,v21_c00029953,与惠而浦、三星、海尔、海信、松下等建立的良好合作关系
603677,2021,2022,v21_c00029953,与惠而浦、三星、海尔、海信、松下等建立的良好合作关系
603685,2018,2021,v21_c00030206,成为飞利浦、欧司朗等知名跨国企业的稳定供应商
603685,2018,2023,v21_c00030282,成为昕诺飞、欧司朗、欧普照明等知名跨国企业的稳定供应商
603685,2021,2023,v21_c00030282,成为昕诺飞、欧司朗、欧普照明等知名跨国企业的稳定供应商
603685,2022,2023,v21_c00030282,成为昕诺飞、欧司朗、欧普照明等知名跨国企业的稳定供应商
603728,2018,2019,v21_c00030540,得到了全球医疗设备领域顶级客户的认可
603728,2018,2020,v21_c00030546,全球各行业头部客户的技术需求为导向
603728,2019,2020,v21_c00030546,全球各行业头部客户的技术需求为导向
603819,2021,2023,v21_c00030965,"国外电机厂商,如康明斯、上海三菱、科勒、维斯塔斯、ABB、西门子、通用电气、歌美飒、庞巴迪、东芝三菱、利莱森玛、美奥迪、马拉松及中车株洲等"
603819,2022,2023,v21_c00030965,"国外电机厂商,如康明斯、上海三菱、科勒、维斯塔斯、ABB、西门子、通用电气、歌美飒、庞巴迪、东芝三菱、利莱森玛、美奥迪、马拉松及中车株洲等"
603829,2020,2021,v21_c00031000,赢得诸多包括跨国电气公司在内的国内外行业下游知名企业的认可
603988,2021,2023,v21_c00031435,当地客户
603988,2022,2023,v21_c00031435,当地客户
688223,2021,2023,v21_c00033017,与全球多家电力开发商、分销商、终端客户签订订单
688223,2022,2023,v21_c00033017,与全球多家电力开发商、分销商、终端客户签订订单
688348,2022,2023,v21_c00034086,面向美国市场
688349,2022,2023,v21_c00034258,全球化重点客户突破
688390,2020,2021,v21_c00034399,与众多国内外知名客户建立了良好的合作关系
688408,2020,2021,v21_c00034870,与大多光伏领域知名公司建立了良好的合作关系
688567,2020,2021,v21_c00035536,保障戴姆勒客户现有项目的圆满交付
688567,2020,2021,v21_c00035536,开拓戴姆勒客户的其他新平台项目
688599,2021,2022,v21_c00035861,对我国光伏企业出口到美国的组件产品进行了扣押
688681,2021,2022,v21_c00036972,"尼得科、美国Emerson(艾默生,其电机与控制业务已被日本电产株式会社收购)、GE(通用电气)"
688681,2021,2022,v21_c00036972,ABB、Danfoss、Siemens和KSB(REEL)等
688793,2021,2022,v21_c00037654,俄罗斯OEM客户订单减少
688793,2021,2022,v21_c00037654,俄罗斯OEM客户的订单大幅减少
688819,2021,2022,v21_c00037833,聚焦一线大客户
